document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
2472	"There are few extant examples of the cross in 2nd century Christian iconography. It has been argued that Christians were reluctant to use it as it depicts a purposely painful and gruesome method of public execution. A symbol similar to the cross, the staurogram, was used to abbreviate the Greek word for ""cross"" in very early New Testament manuscripts such as P66, P45 and P75, almost like a ""nomen sacrum"". The extensive adoption of the cross as Christian iconographic symbol arose from the 4th century."	What is the staurogram used to abbreviate in very early New Testament manuscripts?	15990.0	Yes	One-third	No	No
1188	"The doomed flight of October 20, 1977 was intended to be the last Lynyrd Skynyrd would make on the Convair CV-240. ""We were flying in a plane that looked like it belonged to the Clampett family,"" said Pyle, and the band had decided that their status as one of the world's top rock acts warranted an upgrade. After arriving in Baton Rouge, the band planned on acquiring a Learjet to replace the 30-year-old plane, which all in the band's circle agreed was well past its prime."	What kind of plane did the band plan on acquiring after arriving in Baton Rouge?	7342.0	Yes	A Learjet.	Yes	Yes
3258	The 2012 Summer Olympics, formally the Games of the XXX Olympiad and commonly known as London 2012, was an international multi-sport event that was held from 27 July to 12 August 2012 in London, United Kingdom. The first event, the group stage in women's football, began on 25 July at the Millennium Stadium in Cardiff, followed by the opening ceremonies on 27 July. 10,768 athletes from 204 National Olympic Committees (NOCs) participated.	What organization did Höfler join in 1922?		No			
4607	"The 1989 parody ""The True Story of the 3 Little Pigs!"" is presented as a first-person narrative by the wolf, who portrays the entire incident as a misunderstanding; he had gone to the pigs to borrow some sugar, had destroyed their houses in a sneezing fit, ate the first two pigs to not waste food (since they'd died in the house collapse anyway), and was caught attacking the third pig's house after the pig had continually insulted him."	What was the wolf's intention when he visited the pigs' houses?	183.0	Yes	"""To sing second"" means to win the rivalry game."	No	No
905	"In contrast to separationism, the Supreme Court in ""Zorach v. Clauson"" (1952) upheld accommodationism, holding that the nation's ""institutions presuppose a Supreme Being"" and that government recognition of God does not constitute the establishment of a state church as the Constitution's authors intended to prohibit. As such, the Court has not always interpreted the constitutional principle as absolute, and the proper extent of separation between government and religion in the U.S. remains an ongoing subject of impassioned debate."	What is the principle that the Supreme Court has not always interpreted as absolute?	8538.0	Yes	The principle that the Supreme Court has not always interpreted as absolute is the constitutional principle of separation between government and religion.	Yes	Yes
1811	"The Edinburgh Festival Fringe (often referred to as simply The Fringe) is the world's largest arts festival, which in 2018 spanned 25 days and featured more than 55,000 performances of 3,548 different shows in 317 venues. Established in 1947 as an alternative to the Edinburgh International Festival, it takes place annually in Edinburgh, Scotland, in the month of August. It has been called the ""most famous celebration of the arts and entertainment in the world"" and an event that ""has done more to place Edinburgh in the forefront of world cities than anything else."	How many shows were featured in the 2018 Edinburgh Festival Fringe?	21651.0	Yes	3,548	Yes	Yes
1303	The Commonwealth of the Philippines was inaugurated in 1935. On March 25, 1936, President Manuel L. Quezon issued Executive Order No. 23 which provided for the technical description and specifications of the flag. Among the provisions of the order was the definition of the triangle at the hoist as an equilateral triangle, the definition of the aspect ratio at 1:2, the precise angles of the stars, the geometric and aesthetic design of the sun, and the formal elimination of the mythical face on the sun. The exact shades of colors, however, were not precisely defined. These specifications have remained unchanged and in effect to the present. In 1941, Flag Day was officially moved to June 12, commemorating the date that Philippine independence was proclaimed in 1898.	What is the smallest number of electoral votes that a presidential candidate can win with and still win the election?		No			
2526	Director and film crew spent more than 13 months at the Dumont d'Urville Station, where the Institut polaire français Paul-Émile Victor is based. Although the penguins' meeting place, one of four in Antarctica, was known to be near, the day on which it occurs is not known, so they had to be ready every day. Fortunately, the gathering that year was huge – more than 1,200 penguins, compared with the norm of a few hundred.	What is the name of the hospital where the doctors are from?		No			
2815	A lightly regarded prospect coming out of college, Brady was selected by the New England Patriots with the 199th overall pick in the sixth round of 2000 NFL Draft and has since spent his entire 19-season career with the Patriots. Brady's tenure with the Patriots is an NFL record for the longest time playing quarterback for one franchise. Since Brady became their starting quarterback in 2001, the Patriots have never had a losing season and have won 16 division titles. The Patriots played in thirteen AFC Championship Games from 2001 to 2018—including eight in a row from 2011 to 2018—and won nine of them. Brady and Patriots head coach Bill Belichick have combined to form the most successful quarterback-head coach tandem in NFL history, winning more regular season games and postseason games than any other such duo as well as appearing in nine Super Bowls. All of these events set new NFL records.	What is the functional weakness that Hoover's sign is used to diagnose?		No			
4138	"The Thames Diamond Jubilee Pageant was held on 3 June. It officially started at Albert Bridge with the ringing of the treble bell from the ""Ursula Katherine"", which moved into the centre of the Thames to lead the 1,000 vessel flotilla. A quarter peal was rung of 1250 Cambridge Surprise Major, taking 48 minutes, after which other pieces of change ringing were performed."	What type of bell ringing was performed during the Thames Diamond Jubilee Pageant?	23142.0	Yes	Benjamin Disraeli	No	No
836	In 1970 the Sicilian Mafia Commission was reconstituted. One of the first issue that had to be confronted was an offer of prince Junio Valerio Borghese who asked for support for his plans for a neofascist coup in return for a pardon of convicted mobsters like Vincenzo Rimi and Luciano Leggio. Giuseppe Calderone and Di Cristina went to visit Borghese in Rome. Gaetano Badalamenti opposed the plan. However, the Golpe Borghese fizzled out in the night of December 8, 1970.	Who opposed the plan of prince Junio Valerio Borghese?	15049.0	Yes	Gaetano Badalamenti	Yes	Yes
4275	"""I Knew the Bride (When She Used to Rock 'n' Roll)"" is a song written by Nick Lowe and first popularized by Dave Edmunds. It was released on Edmunds's 1977 album ""Get It"" and a year later in a live version by Nick Lowe's Last Chicken in the Shop on ""Live Stiffs Live""."	"Who wrote ""I Knew the Bride (When She Used to Rock 'n' Roll)""?"	17219.0	Yes	25,000	No	No
162	First Lady of the United States (FLOTUS) is the title held by the hostess of the White House, usually the wife of the president of the United States, concurrent with the president's term in office. Although the first lady's role has never been codified or officially defined, she figures prominently in the political and social life of the nation. Since the early 20th century, the first lady has been assisted by official staff, now known as the Office of the First Lady and headquartered in the East Wing of the White House.	What is the usual relationship of the First Lady to the President of the United States?	5424.0	Yes	The usual relationship of the First Lady to the President of the United States is that she is his wife.	Yes	Yes
2866	"Easter eggs, also called Paschal eggs, are eggs that are sometimes decorated. They are usually used as gifts on the occasion of Easter. As such, Easter eggs are common during the season of Eastertide (Easter season). The oldest tradition is to use dyed and painted chicken eggs, but a modern custom is to substitute chocolate eggs wrapped in colored foil, hand-carved wooden eggs, or plastic eggs filled with confectionery such as chocolate. However, real eggs continue to be used in Central and Eastern European tradition. Although eggs, in general, were a traditional symbol of fertility and rebirth, in Christianity, for the celebration of Eastertide, Easter eggs symbolize the empty tomb of Jesus, from which Jesus resurrected. In addition, one ancient tradition was the staining of Easter eggs with the colour red ""in memory of the blood of Christ, shed as at that time of his crucifixion."" This custom of the Easter egg can be traced to early Christians of Mesopotamia, and from there it spread into Russia and Siberia through the Orthodox Churches, and later into Europe through the Catholic and Protestant Churches. This Christian use of eggs may have been influenced by practices in ""pre-dynastic period in Egypt, as well as amid the early cultures of Mesopotamia and Crete."""	What is the original meaning of eggs as a symbol in general?	16866.0	Yes	The Southern Hemisphere.	No	No
6101	"The speaker of the United States House of Representatives is the presiding officer of the United States House of Representatives. The office was established in 1789 by of the U.S. Constitution. The speaker is the political and parliamentary leader of the House of Representatives, and is simultaneously the House's presiding officer, ""de facto"" leader of the body's majority party, and the institution's administrative head. Speakers also perform various other administrative and procedural functions. Given these several roles and responsibilities, the speaker usually does not personally preside over debates. That duty is instead delegated to members of the House from the majority party. Neither does the speaker regularly participate in floor debates."	What are the various roles and responsibilities of the speaker of the United States House of Representatives?	5886.0	Yes	Level 3	No	No
1471	South by Southwest (abbreviated as SXSW and colloquially referred to as South By) is an annual conglomerate of film, interactive media, and music festivals and conferences that take place in mid-March in Austin, Texas, United States. It began in 1987 and has continued to grow in both scope and size every year. In 2017, the conference lasted for 10 days with the interactive track lasting for five days, music for seven days, and film for nine days.	In what year did the South by Southwest event begin?	17899.0	Yes	1987	Yes	Yes
4999	"His distinctive voice has given him a career in advertising in such commercials as the 'Slam in the Lamb' ads for the Meat & Livestock Commission; television voiceovers such as the Audi commercials in which he popularised the phrase ""Vorsprung durch Technik"", and as the narrator for the BBC series ""Grumpy Old Men"" and ""Grumpy Old Holidays"". He narrated the audiobook version of Dickens' ""A Christmas Carol"", released in 2005 as a podcast by Penguin Books. He narrates ""Little England""."	What is the title of the audiobook he narrated, released in 2005 as a podcast by Penguin Books?	16251.0	Yes	Iyaz	No	No
4201	"Matthew ""Matt"" Camden (played by Barry Watson) (born 1980) is Annie and Eric's firstborn. In the beginning of the series, Matt is a junior in high school. Matt sacrifices his school time to help others; if they wished to remain anonymous, he would respect that and not even tell his father. During high school, he bounces from job to job, including tutor and Dairy Shack delivery driver. He is not always a star student, but he manages to graduate at the top of his class and get accepted for a White House internship in Washington, D.C. with First Lady Hillary Clinton. He returns to Glenoak for college, rooming with friend and fellow ""P.K."" John Hamilton. Matt's new uncle, Dr. Hank Hastings (who had actually delivered him), helps him get a job in the hospital cafeteria; during his time there, he decides to become a doctor. He ends up working at a women's clinic with Hank, beginning by helping save the life of a woman who could not get anyone but Matt to take her symptoms of an ectopic pregnancy seriously."	What is the typical energy range of X-rays in eV?		No			
4171	BULLET::::- One for the Books tells the story of baseball's most cherished records through more than 200 artifacts. The exhibit allows fans to search records dating back through baseball history via an interactive Top Ten Tower while giving visitors a look at exciting moments throughout the years via a multimedia wall.	"What is the main theme of the exhibit ""One for the Books""?"	18557.0	Yes	Angora wool from rabbits and Chiengora from dogs.	No	No
2704	The Mughal empire is conventionally said to have been founded in 1526 by Babur, a warrior chieftain from what today is Uzbekistan, who employed aid from the neighboring Safavid- and Ottoman empires, to defeat the Sultan of Delhi, Ibrahim Lodhi, in the First Battle of Panipat, and to sweep down the plains of Upper India. The Mughal imperial structure, however, is sometimes dated to 1600, to the rule of Babur's grandson, Akbar, This imperial structure lasted until 1720, until shortly after the death of the last major emperor, Aurengzeb, during whose reign the empire also achieved its maximum geographical extent. Reduced subsequently, especially during the East India Company rule in India, to the region in and around Old Delhi, the empire was formally dissolved by the British Raj after the Indian Rebellion of 1857.	In what year did the Mughal empire achieve its maximum geographical extent?	2861.0	Yes	1720	Yes	Yes
5560	Host cities are selected by the IOC membership, usually seven years in advance. The selection process lasts approximately two years. In the first stage, any city in the world may submit an application to become a host city. After 10 months, the Executive Board of the IOC decides which applicant city will become official candidates as based on the recommendation of a working group that reviews the applications. In a second stage, the candidate cities are investigated thoroughly by an Evaluation Commission, which then submits a final short list of cities to be considered for selection. The host city is then chosen by vote of the IOC session, a general meeting of IOC members.	How many months does the first stage of the IOC's selection process last?	4187.0	Yes	10	Yes	Yes
5152	The tournament has a number of traditions. Since 1949, a green jacket has been awarded to the champion, who must return it to the clubhouse one year after his victory, although it remains his personal property and is stored with other champions' jackets in a specially designated cloakroom. In most instances, only a first-time and currently reigning champion may remove his jacket from the club grounds. A golfer who wins the event multiple times uses the same green jacket awarded upon his initial win (unless he needs to be re-fitted with a new jacket). The Champions Dinner, inaugurated by Ben Hogan in 1952, is held on the Tuesday before each tournament, and is open only to past champions and certain board members of the Augusta National Golf Club. Beginning in 1963, legendary golfers, usually past champions, have hit an honorary tee shot on the morning of the first round to commence play. These have included Fred McLeod, Jock Hutchinson, Gene Sarazen, Sam Snead, Byron Nelson, Arnold Palmer, Jack Nicklaus, and Gary Player. Since 1960, a semi-social contest at the par-3 course has been played on Wednesday, the day before the first round.	"In what year was the name of the festival changed from ""International Film Festival"" to ""Cannes Festival""?"		No			
1888	U.S. Route 1 or U.S. Highway 1 (US 1) is a major north–south U.S. Highway that serves the East Coast of the United States. It runs , from Key West, Florida north to Fort Kent, Maine, at the Canada–US border, making it the longest north–south road in the United States. US 1 is generally paralleled by Interstate 95 (I-95), though the former is significantly farther west (inland) between Jacksonville, Florida, and Petersburg, Virginia. The highway connects most of the major cities of the East Coast—including Miami, Jacksonville, Richmond, Washington, D.C., Baltimore, Philadelphia, New York City, Boston and Portland, passing from the Southeastern United States to New England.	What is the northern terminus of US Route 1?	13287.0	Yes	Fort Kent, Maine, at the Canada–US border	Yes	Yes
5091	The number of combined restaurants and stores owned by Cracker Barrel increased between 1997 and 2000, to more than 420 locations. In 2000 and 2001, the company addressed staffing and infrastructure issues related to this rapid growth by implementing a more rigorous recruitment strategy and introducing new technology, including an order-placement system. From the late 1990s to the mid-2000s, the company focused on opening new locations in residential areas to attract local residents and workers as customers. It updated its marketing in 2006 to encourage new customers, changing the design of its highway billboard advertisements to include images of menu items. Previously the signs had featured only the company's logo. By 2011, Cracker Barrel had opened more than 600 restaurants in 42 states. On January 17, 2012, company founder Dan Evins died of bladder cancer.	What was on Cracker Barrel's highway billboard advertisements before they were updated in 2006?	14519.0	Yes	Only the company's logo.	Yes	Yes
5817	"Santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian culture who is said to bring gifts to the homes of well-behaved children on the night of Christmas Eve (24 December) and the early morning hours of Christmas Day (25 December). The modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas and the Dutch figure of ""Sinterklaas"" (himself also based on Saint Nicholas). Some maintain Santa Claus also absorbed elements of the Germanic god Wodan, who was associated with the pagan midwinter event of Yule and led the Wild Hunt, a ghostly procession through the sky."	What is another name for Santa Claus mentioned in the passage?	21203.0	Yes	"The staurogram is used to abbreviate the Greek word for ""cross"" in very early New Testament manuscripts."	No	No
3027	Alan's vengeful wife who equalled Alan in his capacity for adultery and deviousness. Sarah originally remained married to Alan purely for money but their relationship evolved as the series progressed. Though their hatred was always mutual, the dynamic in the couple's sexual relationship would often shift and change. In the first series Sarah could not contemplate sleeping with B'Stard although in the second it was Alan who tried to fight off his wife's attentions.	What is the nature of Sarah's relationship with her husband Alan?	4411.0	Yes	Answer: Dacca	No	No
253	The history of chocolate in Spain is part of the culinary history of Spain as understood since the 16th century, when the colonization of the Americas began and the cocoa plant was discovered in regions of Mesoamerica, until the present. After the conquest of Mexico, cocoa as a commodity travelled by boat from the port of Nueva España to the Spanish coast. The first such voyage to Europe occurred at an unknown date in the 1520s. However it was only in the 17th century that regular trade began from the port of Veracruz, opening a maritime trade route that would supply the new demand from Spain, and later from other European countries.	When did regular trade of cocoa from Mesoamerica to Spain begin?	7979.0	Yes	Bolivia	No	No
3935	"Wonder Woman, known for seasons 2 and 3 as The New Adventures of Wonder Woman, is an American television series based on the DC Comics comic book superhero of the same name. The show stars Lynda Carter as Wonder Woman/Diana Prince and Lyle Waggoner as Steve Trevor Sr. & Jr. It originally aired for three seasons from 1975 to 1979. The show's first season aired on ABC and is set in the 1940s during World War II. The second and third seasons aired on CBS and are set in the 1970s, with the title changed to ""The New Adventures of Wonder Woman"", and a complete change of cast other than Carter and Waggoner. Waggoner's character was changed to Steve Trevor Jr., the son of his original character."	What is the character played by Lyle Waggoner's in the second and third seasons?	17015.0	Yes	Steve Trevor Jr.	Yes	Yes
4513	This perennial herb reaches 50 to 70 centimeters in height with an erect, purple-red stem. The leaves are alternately arranged and vary in shape and size. The lower leaves are widest and the blades are borne on petioles, and the upper leaves are narrow and have no petioles. The flower head is solitary atop the stem and at the ends of branches. It has yellow ray florets with 2 to 4 teeth at the tips and tubular yellow disc florets at the center. The fruit is a cypsela with a pappus of scales.	What is the color of the stem of the perennial herb?	8382.0	Yes	The answer is: Purple-red.	Yes	Yes
1312	"""What Are We Doin' in Love"" is a song written by Randy Goodrum and recorded by American country music artist Dottie West with the uncredited vocals of Kenny Rogers. It was released in March 1981 as the second single from the album ""Wild West"". ""What Are We Doin' in Love"" was the duo's third and final number one on the country chart."	"Who performed ""Far Away"" at the Spike Video Game Awards in December 2010?"		No			
3176	This list is numbered based on presidents elected after winning an Indian presidential election. The terms of Varahagiri Venkata Giri, Mohammad Hidayatullah, and Basappa Danappa Jatti, who served as acting president, are therefore not numbered or counted as actual terms in office. The president of India does not represent any political party. The colours used in the table indicate the following:	Who drafted the Declaration of the Rights of Man and of the Citizen?		No			
1579	"From Under the Cork Tree is the second album by the American rock band Fall Out Boy, released on May 3, 2005, through Island Records as the band's major label debut. The music was composed by lead vocalist and guitarist Patrick Stump, with all lyrics penned by bassist Pete Wentz, continuing the band's songwriting approach they took for some songs on their prior 2003 effort ""Take This to Your Grave"". Neal Avron handled production duties. Commenting on the record's lyrical themes, Wentz said the lyrics were about ""the anxiety and depression that goes along with looking at your own life."" In support of their release the group headlined tours worldwide and played at various music festivals. For their Black Clouds and Underdogs tour the album was re-released as ""From Under the Cork Tree (Limited ""Black Clouds and Underdogs"" Edition)"", featuring new songs and remixes."	"What is the name of the bassist who wrote all the lyrics for the album ""From Under the Cork Tree""?"	18523.0	Yes	Pete Wentz	Yes	Yes
695	"The season three premiere, consisting of ""Clone Cadets"" and ""ARC Troopers,"" was broadcast on September 17, 2010, attracting viewers. These episodes, and certain others in this season, cover events from previous seasons. Episodes 21 and 22 were released in the UK before airing in the US. The season finale, consisting of ""Padawan Lost"" and ""Wookiee Hunt,"" was broadcast on April 1, 2011, attracting viewers."	"What is the original country where the term ""pop music"" was first used in the mid-1950s?"		No			
1257	The Chalon, a subgroup of the Ohlone were converted and enslaved there, followed by Esselen and Yokut people. By 1803, there were 627 Mission Indians at Mission Soledad. At the Mission many Chalon married local Esselen speakers, while others married Yokuts were brought into the mission between 1806 and 1834.	"What is the average rating given by the critics on Rotten Tomatoes for the film ""Star Wars Episode II: Attack of the Clones""?"		No			
5200	Large populations of crown-of-thorns starfish (sometime emotively known as 'plagues') have been substantiated as occurring at twenty one locations of coral reefs during the 1960s to 1980s. These locations ranged from the Red Sea through the tropical Indo-Pacific region to French Polynesia. There were at least two substantiated repeated outbreaks at ten of these locations.	How many locations experienced at least two repeated outbreaks of crown-of-thorns starfish?	1671.0	Yes	The answer is: a cylinder.	No	No
4986	In 1908 Hoddesdon joined the Eastern Division of the Hertfordshire Senior County League. The division was renamed the Central Division for the 1909–10 season, before reverting to its former name the following season. The club finished bottom of the division in 1912–13, but were divisional champions the following season. In the inter-divisional championship play-off, they finished last. In 1920 the club was renamed Hoddesdon Town. They were placed in the North-East Division for the 1921–22 season following league organisation, before the league was reduced to a single division in 1923.	What does 'Doria' mean?		No			
2222	In 1989, the Hawke Labor Government began gradually re-introducing fees for university study. It set up the Higher Education Contributions Scheme (HECS), which was first proposed by Professor Murray Wells and subsequently developed by economist and lecturer at the Australian National University, Bruce Chapman and championed by Education Minister John Dawkins (see Dawkins Revolution). Under the original HECS, a $1,800 fee was charged to all university students, and the Commonwealth paid the balance. A student could defer payment of this HECS amount (in which case it was called a HECS debt) and repay the debt through the tax system, when the student's income exceeds a threshold level. As part of the reforms, Colleges of Advanced Education entered the University sector by various means. The HECS system was accepted by both federal political parties and has survived until today, though with a number of changes.	What was the original HECS fee charged to all university students?	22752.0	Yes	$1,800	Yes	Yes
1419	The 1930 FIFA World Cup was the inaugural FIFA World Cup, the world championship for men's national association football teams. It took place in Uruguay from 13 to 30 July 1930. FIFA, football's international governing body, selected Uruguay as host nation, as the country would be celebrating the centenary of its first constitution, and the Uruguay national football team had successfully retained their football title at the 1928 Summer Olympics. All matches were played in the Uruguayan capital, Montevideo, the majority at the Estadio Centenario, which was built for the tournament.	What percentage of India's workforce was employed in the agricultural sector in 2016?		No			
3697	"There is controversy over the role of the Swiss National Bank in the transfer of Nazi gold during World War II. The SNB was the largest gold distribution centre in continental Europe before the war. A study by the U.S. Department of State in 1997 notes that the Bank ""must have known that some portion of the gold it was receiving from the Reichsbank was looted from occupied countries"". This was confirmed by the Swiss Bergier commission in 1998 which concluded that the SNB received US$440 million in gold from Nazi sources, of which US$316 million is estimated to have been looted. The gold from Nazi governship sources was in the form of ingots containing gold looted from Central Banks of Europe and gold from Jews executed within the concentration camps established by the machination of the Nazi regime, which the SNB took without knowing these facts at the time, nor inquiring to any great degree in the process of its transfer into the possession of the SNB, according to a former Archivist of the SNB Robert Vogler."	What amount of gold did the Swiss National Bank receive from Nazi sources according to the Swiss Bergier commission?	4603.0	Yes	$440 million	Yes	Yes
2615	"""Old Flames Can't Hold a Candle to You"" is a country song written by singer-songwriter Pebe Sebert and Hugh Moffatt. It was a number 14 U.S. country hit for Joe Sun in 1978, and a number 86 hit for Brian Collins the same year. It was later covered by Dolly Parton, who took it to the top of the U.S. country singles charts in August 1980.. Parton included her version on her 1980 ""Dolly, Dolly, Dolly"" album, and it was released as the album's second single after the success of ""Starting Over Again"". In 2013, Sebert's daughter, Kesha, released an acoustic cover of the song as part of her extended play ""Deconstructed"". A new version featuring Parton is a track on Kesha's 2017 album ""Rainbow""."	"Who wrote the country song ""Old Flames Can't Hold a Candle to You""?"	19152.0	Yes	Pebe Sebert and Hugh Moffatt.	Yes	Yes
4384	"Karl Lashley, a psychologist who studied under John B. Watson, focused mainly on studying learning and discrimination. He published ""Brain mechanisms and intelligence"" in 1929. Lashey's research on Two-alternative forced choice gave a foundation of study to psychologists like Kenneth Spence. Kenneth Spence expanded on the knowledge we had on two-choice discrimination learning. He made two major publications on the subject, The Nature of Discrimination Learning in Animals in 1936 and Continuous Versus Non-continuous Interpretations of Discrimination Learning in 1940. Spence's research discussed the theory that applying excitation and inhibition to a stimulus and having the likelihood of responding to that stimulus be the result of the net excitation strength (excitation minus inhibition)."	What university did Kristin Booth Glen serve as dean?	6470.0	Yes	Because Kiyomori's stepmother was Prince Shigehito's wetnurse.	No	No
4074	Andrew Michael Harrison (born October 28, 1994) is an American professional basketball player who last played for Khimki of the VTB League and the EuroLeague. He was considered one of the top recruits for 2013. He attended Travis High School in Fort Bend, Texas, and played college basketball for the University of Kentucky along with his twin brother, Aaron Harrison.	"What album is ""Heart and Soul"" from?"		No			
1701	With the Eagles’ loss, the city of Philadelphia’s sports championship drought continued (no Philly-based pro sports team since the 1983 Sixers won the NBA title) until the Phillies won the 2008 World Series. The Eagles did not return to the Super Bowl until 2017, also with a 13-3 record, when they beat the Falcons and Vikings in the reverse order that they did in the 2004-05 playoffs. They exacted revenge on New England in Super Bowl LII, defeating them 41–33.	What was the year when a Philly-based pro sports team last won a championship before the Phillies won the 2008 World Series?	23602.0	Yes	"The member of ""Samahan ng mga Mananagalog"" was fluent in Spanish, English, French, German, Ita, Tingian, and Ibalao."	No	No
5701	"The song is notable for its usage of various vocal overdubs. This makes the song, in its initial studio form, impossible to perform live without additional backup singers. Instead, Decker often performs what she calls a ""basic"" version, explaining to Songfacts: ""I rap the first two verses then cut to the melody for the verse before the chorus. No one really notices or minds as I cover the essential dynamics of the song. It works well."""	How much rent was Van Ronkel's mother paying for their apartment?		No			
1885	The Congress of Vienna has frequently been criticized by 19th century and more recent historians for ignoring national and liberal impulses, and for imposing a stifling reaction on the Continent. It was an integral part in what became known as the Conservative Order, in which the liberties and civil rights associated with the American and French Revolutions were de-emphasized, so that a fair balance of power, peace and stability, might be achieved.	"What is the original title of the TV show before it was changed to ""The New Adventures of Wonder Woman"" in the second and third seasons?"		No			
3724	Principal photography on the film began November 2, 2016, in Los Angeles, California. Tobias A. Schliessler was the film's cinematographer, Naomi Shohan as production designer, Paco Delgado as costume designer, and Rich McBride as the film's visual effects supervisor. During production, DuVernay asked McBride to be as flexible as possible on visual effects sequences to enable her to make changes and incorporate new ideas during shooting.	What was the original plan for the interior of the dome proposed by Brunelleschi?		No			
6018	"The sciatic nerve (also called ""ischiadic nerve"", ""ischiatic nerve"") is a large nerve in humans and other animals. It begins in the lower back and runs through the buttock and down the lower limb. It is the longest and widest single nerve in the human body, going from the top of the leg to the foot on the posterior aspect. The sciatic nerve provides the connection to the nervous system for nearly the whole of the skin of the leg, the muscles of the back of the thigh, and those of the leg and foot. It is derived from spinal nerves L4 to S3. It contains fibers from both the anterior and posterior divisions of the lumbosacral plexus."	What is the origin of the sciatic nerve?	11015.0	Yes	That his wife, Agnes, would be in the film.	No	No
1594	Some of the most important debates in the history of scientific method center on: rationalism, especially as advocated by René Descartes; inductivism, which rose to particular prominence with Isaac Newton and his followers; and hypothetico-deductivism, which came to the fore in the early 19th century. In the late 19th and early 20th centuries, a debate over realism vs. antirealism was central to discussions of scientific method as powerful scientific theories extended beyond the realm of the observable, while in the mid-20th century some prominent philosophers argued against any universal rules of science at all.	What was the primary purpose of Fernow's clearcutting of the forestland?		No			
5533	"Heart of palm is a vegetable harvested from the inner core and growing bud of certain palm trees (notably coconut (""Cocos nucifera""), juçara (""Euterpe edulis""), Açaí palm (""Euterpe oleracea""), palmetto (""Sabal"" spp.), and peach palm). Harvesting of many uncultivated or wild single-stemmed palms results in palm tree death (e.g. ""Geonoma edulis""). However, other palm species are clonal or multi-stemmed plants (e.g. ""Prestoea acuminata"", ""Euterpe oleracea"") and moderate harvesting will not kill the entire clonal palm. Heart of palm may be eaten on its own, and often it is eaten in a salad."	What is heart of palm typically eaten in?	19499.0	Yes	The answer is: The White Lotus.	No	No
3453	"""Sacrifice"" is a ballad performed by musician Elton John. The lyrics are by Bernie Taupin and the music by John. The song appears on the 1989 album ""Sleeping with the Past"". It was first released in October 1989, then in 1990, and was the second single from the album. It achieved success, particularly in France and the UK, where it became his first solo chart-topper, spending five weeks at the top."	"In which year did ""Sacrifice"" become Elton John's first solo chart-topper in the UK?"	13890.0	Yes	1990	Yes	Yes
4957	Rajiv's five-year term ended with his former cabinet colleague, V. P. Singh of the Janata Dal, forming the year-long National Front coalition government in 1989. A seven-month interlude under prime minister Chandra Shekhar followed, after which the Congress party returned to power, forming the government under P. V. Narasimha Rao in June 1991. Rao's five-year term was succeeded by four short-lived governments—Atal Bihari Vajpayee from the Bharatiya Janata Party (BJP) for 16 days in 1996, a year each under United Front prime ministers H. D. Deve Gowda and I. K. Gujral, and Vajpayee again for 19 months in 1998–99. After Vajpayee was sworn-in for the third time, in 1999, he managed to lead his National Democratic Alliance (NDA) government to a full five-year term, the first non-Congress alliance to do so. Vajpayee was succeeded by Manmohan Singh, whose United Progressive Alliance government was in office for 10 years between 2004 and 2014. The incumbent prime minister of India is Narendra Modi who has headed the BJP-led NDA government since 26 May 2014 which is India's first non-Congress single party majority government.	Who was the first non-Congress alliance prime minister to complete a full five-year term?	18711.0	Yes	Atal Bihari Vajpayee	Yes	Yes
4520	"The show has run on BBC One since 15 May 2004, primarily on Saturday evenings with a following Sunday night results show (with certain exceptions) and with its high viewing figures ""Strictly Come Dancing"" has become a significant programme in British popular culture. The sixteenth series ended on 15 December 2018. Eleven stand-alone Christmas specials and nine charity specials have also been produced. Since the fourth series, the show has aired in high definition."	"When did the show ""Strictly Come Dancing"" first start running on BBC One?"	4423.0	Yes	Buddy Greene	No	No
1817	"""Mary, Did You Know?"" is a Christmas song addressing Mary, mother of Jesus, with lyrics written by Mark Lowry in 1984, and music written by Buddy Greene in 1991. It was originally recorded by Christian recording artist Michael English on his self-titled debut solo album in 1991. At the time, English and Lowry were members of the Gaither Vocal Band, and Greene was touring with them. The song reached Number 6 on CCM Magazine's Adult Contemporary Chart. Lowry would record the song several times himself, most notably with the Gaither Vocal Band on their 1998 Christmas album, ""Still the Greatest Story Ever Told""."	"Who wrote the lyrics to the song ""Mary, Did You Know?""?"	1635.0	Yes	The basis for the president's ability to make executive orders is Article Two of the United States Constitution, which gives the president broad executive and enforcement authority, as well as express or implied Acts of Congress that delegate to the president some degree of discretionary power (delegated legislation).	No	No
